Park_or_trail_name,Park_trail_id,Entrance_name,Entrance_id,Start_time,Usage_class
Scott County Regional Trail,38,NA,1,08:00 AM,Medium
Scott County Regional Trail,38,NA,1,10:00 AM,Medium
Scott County Regional Trail,38,NA,1,12:00 PM,Medium
Scott County Regional Trail,38,NA,1,02:00 PM,Medium
Scott County Regional Trail,38,NA,1,04:00 PM,Medium
Scott County Regional Trail,38,NA,1,06:00 PM,Medium
Scott County Regional Trail,38,NA,2,08:00 AM,Low
Scott County Regional Trail,38,NA,2,10:00 AM,Low
Scott County Regional Trail,38,NA,2,12:00 PM,Low
Scott County Regional Trail,38,NA,2,02:00 PM,Low
Scott County Regional Trail,38,NA,2,04:00 PM,Low
Scott County Regional Trail,38,NA,2,06:00 PM,Low
Scott County Regional Trail,38,NA,3,08:00 AM,Low
Scott County Regional Trail,38,NA,3,10:00 AM,Low
Scott County Regional Trail,38,NA,3,12:00 PM,Low
Scott County Regional Trail,38,NA,3,02:00 PM,Low
Scott County Regional Trail,38,NA,3,04:00 PM,Low
Scott County Regional Trail,38,NA,3,06:00 PM,Low
Scott County Regional Trail,38,NA,4,08:00 AM,Medium
Scott County Regional Trail,38,NA,4,10:00 AM,Medium
Scott County Regional Trail,38,NA,4,12:00 PM,Medium
Scott County Regional Trail,38,NA,4,02:00 PM,Medium
Scott County Regional Trail,38,NA,4,04:00 PM,Medium
Scott County Regional Trail,38,NA,4,06:00 PM,Medium
Scott County Regional Trail,38,NA,5,08:00 AM,Medium
Scott County Regional Trail,38,NA,5,10:00 AM,Medium
Scott County Regional Trail,38,NA,5,12:00 PM,Medium
Scott County Regional Trail,38,NA,5,02:00 PM,Medium
Scott County Regional Trail,38,NA,5,04:00 PM,Medium
Scott County Regional Trail,38,NA,5,06:00 PM,Medium
Scott County Regional Trail,38,NA,6,08:00 AM,Medium
Scott County Regional Trail,38,NA,6,10:00 AM,Medium
Scott County Regional Trail,38,NA,6,12:00 PM,Medium
Scott County Regional Trail,38,NA,6,02:00 PM,Medium
Scott County Regional Trail,38,NA,6,04:00 PM,Medium
Scott County Regional Trail,38,NA,6,06:00 PM,Medium
Scott County Regional Trail,38,NA,7,08:00 AM,Medium
Scott County Regional Trail,38,NA,7,10:00 AM,Medium
Scott County Regional Trail,38,NA,7,12:00 PM,Medium
Scott County Regional Trail,38,NA,7,02:00 PM,Medium
Scott County Regional Trail,38,NA,7,04:00 PM,Medium
Scott County Regional Trail,38,NA,7,06:00 PM,Medium
Scott County Regional Trail,38,NA,8,08:00 AM,High
Scott County Regional Trail,38,NA,8,10:00 AM,High
Scott County Regional Trail,38,NA,8,12:00 PM,High
Scott County Regional Trail,38,NA,8,02:00 PM,High
Scott County Regional Trail,38,NA,8,04:00 PM,High
Scott County Regional Trail,38,NA,8,06:00 PM,High
Scott County Regional Trail,38,NA,9,08:00 AM,High
Scott County Regional Trail,38,NA,9,10:00 AM,High
Scott County Regional Trail,38,NA,9,12:00 PM,High
Scott County Regional Trail,38,NA,9,02:00 PM,High
Scott County Regional Trail,38,NA,9,04:00 PM,High
Scott County Regional Trail,38,NA,9,06:00 PM,High
Scott County Regional Trail,38,NA,10,08:00 AM,Low
Scott County Regional Trail,38,NA,10,10:00 AM,Low
Scott County Regional Trail,38,NA,10,12:00 PM,Low
Scott County Regional Trail,38,NA,10,02:00 PM,Low
Scott County Regional Trail,38,NA,10,04:00 PM,Low
Scott County Regional Trail,38,NA,10,06:00 PM,Low
Scott County Regional Trail,38,NA,11,08:00 AM,Medium
Scott County Regional Trail,38,NA,11,10:00 AM,Medium
Scott County Regional Trail,38,NA,11,12:00 PM,Medium
Scott County Regional Trail,38,NA,11,02:00 PM,Medium
Scott County Regional Trail,38,NA,11,04:00 PM,Medium
Scott County Regional Trail,38,NA,11,06:00 PM,Medium
Scott County Regional Trail,38,NA,12,08:00 AM,Low
Scott County Regional Trail,38,NA,12,10:00 AM,Low
Scott County Regional Trail,38,NA,12,12:00 PM,Low
Scott County Regional Trail,38,NA,12,02:00 PM,Low
Scott County Regional Trail,38,NA,12,04:00 PM,Low
Scott County Regional Trail,38,NA,12,06:00 PM,Low
Scott County Regional Trail,38,NA,13,08:00 AM,Low
Scott County Regional Trail,38,NA,13,10:00 AM,Low
Scott County Regional Trail,38,NA,13,12:00 PM,Low
Scott County Regional Trail,38,NA,13,02:00 PM,Low
Scott County Regional Trail,38,NA,13,04:00 PM,Low
Scott County Regional Trail,38,NA,13,06:00 PM,Low
Scott County Regional Trail,38,NA,14,08:00 AM,Low
Scott County Regional Trail,38,NA,14,10:00 AM,Low
Scott County Regional Trail,38,NA,14,12:00 PM,Low
Scott County Regional Trail,38,NA,14,02:00 PM,Low
Scott County Regional Trail,38,NA,14,04:00 PM,Low
Scott County Regional Trail,38,NA,14,06:00 PM,Low
Scott County Regional Trail,38,NA,15,08:00 AM,Medium
Scott County Regional Trail,38,NA,15,10:00 AM,Medium
Scott County Regional Trail,38,NA,15,12:00 PM,Medium
Scott County Regional Trail,38,NA,15,02:00 PM,Medium
Scott County Regional Trail,38,NA,15,04:00 PM,Medium
Scott County Regional Trail,38,NA,15,06:00 PM,Medium
Scott County Regional Trail,38,NA,16,08:00 AM,Low
Scott County Regional Trail,38,NA,16,10:00 AM,Low
Scott County Regional Trail,38,NA,16,12:00 PM,Low
Scott County Regional Trail,38,NA,16,02:00 PM,Low
Scott County Regional Trail,38,NA,16,04:00 PM,Low
Scott County Regional Trail,38,NA,16,06:00 PM,Low
Scott County Regional Trail,38,NA,17,08:00 AM,Low
Scott County Regional Trail,38,NA,17,10:00 AM,Low
Scott County Regional Trail,38,NA,17,12:00 PM,Low
Scott County Regional Trail,38,NA,17,02:00 PM,Low
Scott County Regional Trail,38,NA,17,04:00 PM,Low
Scott County Regional Trail,38,NA,17,06:00 PM,Low
Scott County Regional Trail,38,NA,18,08:00 AM,Medium
Scott County Regional Trail,38,NA,18,10:00 AM,Medium
Scott County Regional Trail,38,NA,18,12:00 PM,Medium
Scott County Regional Trail,38,NA,18,02:00 PM,Medium
Scott County Regional Trail,38,NA,18,04:00 PM,Medium
Scott County Regional Trail,38,NA,18,06:00 PM,Medium
Scott County Regional Trail,38,NA,19,08:00 AM,Medium
Scott County Regional Trail,38,NA,19,10:00 AM,Medium
Scott County Regional Trail,38,NA,19,12:00 PM,Medium
Scott County Regional Trail,38,NA,19,02:00 PM,Medium
Scott County Regional Trail,38,NA,19,04:00 PM,Medium
Scott County Regional Trail,38,NA,19,06:00 PM,Medium
Scott County Regional Trail,38,NA,20,08:00 AM,Low
Scott County Regional Trail,38,NA,20,10:00 AM,Low
Scott County Regional Trail,38,NA,20,12:00 PM,Low
